coin,timestamp,price
BLAST,2026-01-08 15:00:00,0.0008
BTC,2026-01-08 15:00:00,90795.0
ANIME,2026-01-08 16:00:00,0.007927
BABY,2026-01-08 16:00:00,0.019041
BLAST,2026-01-08 16:00:00,0.000792
BTC,2026-01-08 16:00:00,90956.0
IP,2026-01-08 16:00:00,1.9913
0G,2026-01-08 17:00:00,0.92475
ANIME,2026-01-08 17:00:00,0.007906
BLAST,2026-01-08 17:00:00,0.000799
BTC,2026-01-08 17:00:00,91380.0
IP,2026-01-08 17:00:00,2.0145
0G,2026-01-08 18:00:00,0.91675
ANIME,2026-01-08 18:00:00,0.007898
BLAST,2026-01-08 18:00:00,0.000799
BTC,2026-01-08 18:00:00,91104.0
IP,2026-01-08 18:00:00,2.0091
ANIME,2026-01-08 19:00:00,0.007868
BLAST,2026-01-08 19:00:00,0.000796
BTC,2026-01-08 19:00:00,90928.0
IP,2026-01-08 19:00:00,2.0137
0G,2026-01-08 20:00:00,0.90148
ANIME,2026-01-08 20:00:00,0.007805
BLAST,2026-01-08 20:00:00,0.000795
BTC,2026-01-08 20:00:00,90924.0
IP,2026-01-08 20:00:00,2.0059
0G,2026-01-08 21:00:00,0.90874
BLAST,2026-01-08 21:00:00,0.000801
BTC,2026-01-08 21:00:00,91254.0
IP,2026-01-08 21:00:00,2.0132
0G,2026-01-08 22:00:00,0.90788
BLAST,2026-01-08 22:00:00,0.000802
BTC,2026-01-08 22:00:00,91210.0
IP,2026-01-08 22:00:00,2.0091
0G,2026-01-08 23:00:00,0.90914
ANIME,2026-01-08 23:00:00,0.007876
BLAST,2026-01-08 23:00:00,0.000801
BTC,2026-01-08 23:00:00,91079.0
IP,2026-01-08 23:00:00,2.0115
0G,2026-01-09 00:00:00,0.89926
ANIME,2026-01-09 00:00:00,0.007785
BTC,2026-01-09 00:00:00,91270.0
IP,2026-01-09 00:00:00,1.9972
0G,2026-01-09 01:00:00,0.88949
ANIME,2026-01-09 01:00:00,0.00777
BLAST,2026-01-09 01:00:00,0.000804
BTC,2026-01-09 01:00:00,91039.0
IP,2026-01-09 01:00:00,1.9838
0G,2026-01-09 02:00:00,0.89438
ANIME,2026-01-09 02:00:00,0.007801
BLAST,2026-01-09 02:00:00,0.000813
BTC,2026-01-09 02:00:00,91023.0
0G,2026-01-09 03:00:00,0.90407
ANIME,2026-01-09 03:00:00,0.007854
BLAST,2026-01-09 03:00:00,0.00084
BTC,2026-01-09 03:00:00,91207.0
0G,2026-01-09 04:00:00,0.90089
ANIME,2026-01-09 04:00:00,0.007918
BLAST,2026-01-09 04:00:00,0.000831
BTC,2026-01-09 04:00:00,91010.0
IP,2026-01-09 04:00:00,1.9901
0G,2026-01-09 05:00:00,0.90514
ANIME,2026-01-09 05:00:00,0.007929
BLAST,2026-01-09 05:00:00,0.000833
BTC,2026-01-09 05:00:00,91085.0
IP,2026-01-09 05:00:00,2.0034
0G,2026-01-09 06:00:00,0.90499
ANIME,2026-01-09 06:00:00,0.007989
BLAST,2026-01-09 06:00:00,0.000849
BTC,2026-01-09 06:00:00,91137.0
IP,2026-01-09 06:00:00,2.0
0G,2026-01-09 07:00:00,0.90154
ANIME,2026-01-09 07:00:00,0.007941
BTC,2026-01-09 07:00:00,90733.0
IP,2026-01-09 07:00:00,1.9943
VVV,2026-01-09 07:00:00,2.2373
0G,2026-01-09 08:00:00,0.89167
ANIME,2026-01-09 08:00:00,0.00779
BTC,2026-01-09 08:00:00,90012.0
VVV,2026-01-09 08:00:00,2.2317
0G,2026-01-09 09:00:00,0.89754
ANIME,2026-01-09 09:00:00,0.007775
BTC,2026-01-09 09:00:00,90326.0
IP,2026-01-09 09:00:00,1.9908
VVV,2026-01-09 09:00:00,2.2728
0G,2026-01-09 10:00:00,0.8954
ANIME,2026-01-09 10:00:00,0.007784
BTC,2026-01-09 10:00:00,90478.0
IP,2026-01-09 10:00:00,1.9986
VVV,2026-01-09 10:00:00,2.2873
0G,2026-01-09 11:00:00,0.89427
ANIME,2026-01-09 11:00:00,0.007786
BTC,2026-01-09 11:00:00,90434.0
VVV,2026-01-09 11:00:00,2.3317
0G,2026-01-09 12:00:00,0.88459
ANIME,2026-01-09 12:00:00,0.00769
BTC,2026-01-09 12:00:00,90438.0
VVV,2026-01-09 12:00:00,2.324
0G,2026-01-09 13:00:00,0.89074
ANIME,2026-01-09 13:00:00,0.007727
BTC,2026-01-09 13:00:00,90585.0
VVV,2026-01-09 13:00:00,2.3045
0G,2026-01-09 14:00:00,0.8803
ANIME,2026-01-09 14:00:00,0.007731
BTC,2026-01-09 14:00:00,90137.0
VVV,2026-01-09 14:00:00,2.2887
0G,2026-01-09 15:00:00,0.89658
ANIME,2026-01-09 15:00:00,0.007764
BTC,2026-01-09 15:00:00,91185.0
VVV,2026-01-09 15:00:00,2.3897
0G,2026-01-09 16:00:00,0.89987
ANIME,2026-01-09 16:00:00,0.007784
BTC,2026-01-09 16:00:00,91621.0
IP,2026-01-09 16:00:00,2.018
VVV,2026-01-09 16:00:00,2.4067
0G,2026-01-09 17:00:00,0.89548
ANIME,2026-01-09 17:00:00,0.007837
BTC,2026-01-09 17:00:00,91428.0
IP,2026-01-09 17:00:00,2.0155
0G,2026-01-09 18:00:00,0.88917
ANIME,2026-01-09 18:00:00,0.007799
BTC,2026-01-09 18:00:00,90821.0
IP,2026-01-09 18:00:00,2.0143
VVV,2026-01-09 18:00:00,2.4104
0G,2026-01-09 19:00:00,0.88056
ANIME,2026-01-09 19:00:00,0.007769
BLAST,2026-01-09 19:00:00,0.000837
BTC,2026-01-09 19:00:00,90336.0
VVV,2026-01-09 19:00:00,2.4376
0G,2026-01-09 20:00:00,0.88287
BLAST,2026-01-09 20:00:00,0.00084
BTC,2026-01-09 20:00:00,90307.0
IP,2026-01-09 20:00:00,1.9991
VVV,2026-01-09 20:00:00,2.4191
0G,2026-01-09 21:00:00,0.88591
BLAST,2026-01-09 21:00:00,0.000853
BTC,2026-01-09 21:00:00,90540.0
IP,2026-01-09 21:00:00,2.0159
0G,2026-01-09 22:00:00,0.88997
BLAST,2026-01-09 22:00:00,0.00085
BTC,2026-01-09 22:00:00,90629.0
FOGO,2026-01-09 22:00:00,0.11
IP,2026-01-09 22:00:00,2.0168
VVV,2026-01-09 22:00:00,2.5431
0G,2026-01-09 23:00:00,0.89307
BLAST,2026-01-09 23:00:00,0.000871
BTC,2026-01-09 23:00:00,90650.0
FOGO,2026-01-09 23:00:00,0.12413
VVV,2026-01-09 23:00:00,2.5606
0G,2026-01-10 00:00:00,0.88626
BLAST,2026-01-10 00:00:00,0.000843
BTC,2026-01-10 00:00:00,90585.0
VVV,2026-01-10 00:00:00,2.6147
0G,2026-01-10 01:00:00,0.88724
BLAST,2026-01-10 01:00:00,0.000856
BTC,2026-01-10 01:00:00,90682.0
IP,2026-01-10 01:00:00,1.9938
VVV,2026-01-10 01:00:00,2.5264
0G,2026-01-10 02:00:00,0.87975
ANIME,2026-01-10 02:00:00,0.007731
BTC,2026-01-10 02:00:00,90692.0
IP,2026-01-10 02:00:00,1.9924
VVV,2026-01-10 02:00:00,2.5638
0G,2026-01-10 03:00:00,0.88278
ANIME,2026-01-10 03:00:00,0.007722
BTC,2026-01-10 03:00:00,90631.0
IP,2026-01-10 03:00:00,1.9909
VVV,2026-01-10 03:00:00,2.5345
0G,2026-01-10 04:00:00,0.87625
ANIME,2026-01-10 04:00:00,0.007582
BTC,2026-01-10 04:00:00,90442.0
IP,2026-01-10 04:00:00,1.9769
0G,2026-01-10 05:00:00,0.87868
ANIME,2026-01-10 05:00:00,0.007524
BTC,2026-01-10 05:00:00,90592.0
IP,2026-01-10 05:00:00,1.9743
MON,2026-01-10 05:00:00,0.025162
0G,2026-01-10 06:00:00,0.8795
BTC,2026-01-10 06:00:00,90498.0
IP,2026-01-10 06:00:00,1.9804
MON,2026-01-10 06:00:00,0.025223
0G,2026-01-10 07:00:00,0.8897
BTC,2026-01-10 07:00:00,90657.0
IP,2026-01-10 07:00:00,1.9853
MON,2026-01-10 07:00:00,0.0253
0G,2026-01-10 08:00:00,0.88214
BLAST,2026-01-10 08:00:00,0.000842
BTC,2026-01-10 08:00:00,90646.0
IP,2026-01-10 08:00:00,1.9943
MON,2026-01-10 08:00:00,0.025165
0G,2026-01-10 09:00:00,0.8858
ANIME,2026-01-10 09:00:00,0.007563
BLAST,2026-01-10 09:00:00,0.000846
BTC,2026-01-10 09:00:00,90754.0
IP,2026-01-10 09:00:00,1.9947
0G,2026-01-10 10:00:00,0.88873
ANIME,2026-01-10 10:00:00,0.007551
BTC,2026-01-10 10:00:00,90800.0
IP,2026-01-10 10:00:00,2.0004
MON,2026-01-10 10:00:00,0.02514
0G,2026-01-10 11:00:00,0.88639
ANIME,2026-01-10 11:00:00,0.007561
BLAST,2026-01-10 11:00:00,0.000849
BTC,2026-01-10 11:00:00,90715.0
CELO,2026-01-10 11:00:00,0.12741
MON,2026-01-10 11:00:00,0.024894
ANIME,2026-01-10 12:00:00,0.00755
BLAST,2026-01-10 12:00:00,0.00085
BTC,2026-01-10 12:00:00,90730.0
CELO,2026-01-10 12:00:00,0.12862
0G,2026-01-10 13:00:00,0.88473
ANIME,2026-01-10 13:00:00,0.007512
BLAST,2026-01-10 13:00:00,0.000847
BTC,2026-01-10 13:00:00,90648.0
CELO,2026-01-10 13:00:00,0.12935
0G,2026-01-10 14:00:00,0.88224
ANIME,2026-01-10 14:00:00,0.007497
BLAST,2026-01-10 14:00:00,0.000845
BTC,2026-01-10 14:00:00,90585.0
CELO,2026-01-10 14:00:00,0.132
0G,2026-01-10 15:00:00,0.8842
ANIME,2026-01-10 15:00:00,0.007427
BLAST,2026-01-10 15:00:00,0.000843
BTC,2026-01-10 15:00:00,90646.0
CELO,2026-01-10 15:00:00,0.12957
FOGO,2026-01-10 15:00:00,0.084535
ANIME,2026-01-10 16:00:00,0.007388
BLAST,2026-01-10 16:00:00,0.000839
BTC,2026-01-10 16:00:00,90651.0
FOGO,2026-01-10 16:00:00,0.08
0G,2026-01-10 17:00:00,0.87935
ANIME,2026-01-10 17:00:00,0.007343
BLAST,2026-01-10 17:00:00,0.000831
BTC,2026-01-10 17:00:00,90515.0
FOGO,2026-01-10 17:00:00,0.072799
0G,2026-01-10 18:00:00,0.88525
ANIME,2026-01-10 18:00:00,0.007363
BTC,2026-01-10 18:00:00,90566.0
FOGO,2026-01-10 18:00:00,0.07282
0G,2026-01-10 19:00:00,0.89001
ANIME,2026-01-10 19:00:00,0.00741
BTC,2026-01-10 19:00:00,90603.0
FOGO,2026-01-10 19:00:00,0.078021
0G,2026-01-10 20:00:00,0.8821
ANIME,2026-01-10 20:00:00,0.007409
BTC,2026-01-10 20:00:00,90544.0
FOGO,2026-01-10 20:00:00,0.074471
0G,2026-01-10 21:00:00,0.87894
ANIME,2026-01-10 21:00:00,0.007352
BLAST,2026-01-10 21:00:00,0.000832
BTC,2026-01-10 21:00:00,90473.0
FOGO,2026-01-10 21:00:00,0.072584
0G,2026-01-10 22:00:00,0.86134
ANIME,2026-01-10 22:00:00,0.007293
BLAST,2026-01-10 22:00:00,0.000826
BTC,2026-01-10 22:00:00,90391.0
FOGO,2026-01-10 22:00:00,0.071505
0G,2026-01-10 23:00:00,0.86413
ANIME,2026-01-10 23:00:00,0.007326
BLAST,2026-01-10 23:00:00,0.000832
BTC,2026-01-10 23:00:00,90485.0
FOGO,2026-01-10 23:00:00,0.069707
0G,2026-01-11 00:00:00,0.85776
ANIME,2026-01-11 00:00:00,0.007288
BLAST,2026-01-11 00:00:00,0.000829
BTC,2026-01-11 00:00:00,90625.0
0G,2026-01-11 01:00:00,0.86193
ANIME,2026-01-11 01:00:00,0.007276
BLAST,2026-01-11 01:00:00,0.00082
BTC,2026-01-11 01:00:00,90622.0
HYPER,2026-01-11 01:00:00,0.15514
0G,2026-01-11 02:00:00,0.86281
ANIME,2026-01-11 02:00:00,0.007305
BTC,2026-01-11 02:00:00,90676.0
HYPER,2026-01-11 02:00:00,0.15676
0G,2026-01-11 03:00:00,0.86464
ANIME,2026-01-11 03:00:00,0.007316
BTC,2026-01-11 03:00:00,90712.0
HYPER,2026-01-11 03:00:00,0.15737
INIT,2026-01-11 03:00:00,0.093488
ANIME,2026-01-11 04:00:00,0.007306
BTC,2026-01-11 04:00:00,90784.0
HYPER,2026-01-11 04:00:00,0.15515
INIT,2026-01-11 04:00:00,0.091708
MEW,2026-01-11 04:00:00,0.001007
ANIME,2026-01-11 05:00:00,0.007303
BLAST,2026-01-11 05:00:00,0.000823
BTC,2026-01-11 05:00:00,90761.0
HYPER,2026-01-11 05:00:00,0.15466
MEW,2026-01-11 05:00:00,0.00101
ANIME,2026-01-11 06:00:00,0.007307
BLAST,2026-01-11 06:00:00,0.000813
BTC,2026-01-11 06:00:00,90709.0
HYPER,2026-01-11 06:00:00,0.16046
ANIME,2026-01-11 07:00:00,0.007277
BLAST,2026-01-11 07:00:00,0.000812
BTC,2026-01-11 07:00:00,90676.0
HYPER,2026-01-11 07:00:00,0.15953
ANIME,2026-01-11 08:00:00,0.007295
BLAST,2026-01-11 08:00:00,0.000814
BTC,2026-01-11 08:00:00,90777.0
HYPER,2026-01-11 08:00:00,0.15616
0G,2026-01-11 09:00:00,0.88896
ANIME,2026-01-11 09:00:00,0.007281
BLAST,2026-01-11 09:00:00,0.00082
BTC,2026-01-11 09:00:00,90695.0
HYPER,2026-01-11 09:00:00,0.15542
0G,2026-01-11 10:00:00,0.88569
ANIME,2026-01-11 10:00:00,0.007256
BTC,2026-01-11 10:00:00,90708.0
HYPER,2026-01-11 10:00:00,0.15091
0G,2026-01-11 11:00:00,0.87996
ANIME,2026-01-11 11:00:00,0.007261
BLAST,2026-01-11 11:00:00,0.000812
BTC,2026-01-11 11:00:00,90703.0
HYPER,2026-01-11 11:00:00,0.15288
ANIME,2026-01-11 12:00:00,0.007272
BLAST,2026-01-11 12:00:00,0.000818
BTC,2026-01-11 12:00:00,90908.0
HYPER,2026-01-11 12:00:00,0.14834
ANIME,2026-01-11 13:00:00,0.007256
BLAST,2026-01-11 13:00:00,0.000807
BTC,2026-01-11 13:00:00,90833.0
HYPER,2026-01-11 13:00:00,0.1502
ANIME,2026-01-11 14:00:00,0.007295
BLAST,2026-01-11 14:00:00,0.00081
BTC,2026-01-11 14:00:00,91095.0
HYPER,2026-01-11 14:00:00,0.15185
ANIME,2026-01-11 15:00:00,0.00725
BLAST,2026-01-11 15:00:00,0.000789
BTC,2026-01-11 15:00:00,90837.0
HYPER,2026-01-11 15:00:00,0.15133
VVV,2026-01-11 15:00:00,3.0992
ANIME,2026-01-11 16:00:00,0.007249
BTC,2026-01-11 16:00:00,90996.0
HYPER,2026-01-11 16:00:00,0.14978
VVV,2026-01-11 16:00:00,3.1432
ANIME,2026-01-11 17:00:00,0.007353
BTC,2026-01-11 17:00:00,90953.0
HYPER,2026-01-11 17:00:00,0.15017
VVV,2026-01-11 17:00:00,3.2385
ANIME,2026-01-11 18:00:00,0.007367
BTC,2026-01-11 18:00:00,90851.0
HYPER,2026-01-11 18:00:00,0.1518
VVV,2026-01-11 18:00:00,3.3401
ANIME,2026-01-11 19:00:00,0.00733
BTC,2026-01-11 19:00:00,90661.0
HYPER,2026-01-11 19:00:00,0.14943
VVV,2026-01-11 19:00:00,3.5282
ANIME,2026-01-11 20:00:00,0.007251
BTC,2026-01-11 20:00:00,90679.0
HYPER,2026-01-11 20:00:00,0.15478
VVV,2026-01-11 20:00:00,3.466
ANIME,2026-01-11 21:00:00,0.00724
BLAST,2026-01-11 21:00:00,0.000789
BTC,2026-01-11 21:00:00,90732.0
HYPER,2026-01-11 21:00:00,0.15099
VVV,2026-01-11 21:00:00,3.5126
ANIME,2026-01-11 22:00:00,0.007226
BLAST,2026-01-11 22:00:00,0.000786
BTC,2026-01-11 22:00:00,90509.0
HYPER,2026-01-11 22:00:00,0.14792
VVV,2026-01-11 22:00:00,3.4774
ANIME,2026-01-11 23:00:00,0.00735
BTC,2026-01-11 23:00:00,90997.0
HYPER,2026-01-11 23:00:00,0.15018
VVV,2026-01-11 23:00:00,3.3693
ANIME,2026-01-12 00:00:00,0.00718
BLAST,2026-01-12 00:00:00,0.000767
BTC,2026-01-12 00:00:00,91246.0
HYPER,2026-01-12 00:00:00,0.14066
VVV,2026-01-12 00:00:00,3.3247
ANIME,2026-01-12 01:00:00,0.007205
BLAST,2026-01-12 01:00:00,0.00077
BTC,2026-01-12 01:00:00,91400.0
HYPER,2026-01-12 01:00:00,0.14035
IP,2026-01-12 01:00:00,2.4439
ANIME,2026-01-12 02:00:00,0.0073
BTC,2026-01-12 02:00:00,92197.0
HYPER,2026-01-12 02:00:00,0.1422
IP,2026-01-12 02:00:00,2.4418
ANIME,2026-01-12 03:00:00,0.00728
BTC,2026-01-12 03:00:00,91793.0
HYPER,2026-01-12 03:00:00,0.14115
IP,2026-01-12 03:00:00,2.5203
ANIME,2026-01-12 04:00:00,0.007318
BTC,2026-01-12 04:00:00,92158.0
HYPER,2026-01-12 04:00:00,0.14198
IP,2026-01-12 04:00:00,2.4654
ANIME,2026-01-12 05:00:00,0.007304
BTC,2026-01-12 05:00:00,92095.0
HYPER,2026-01-12 05:00:00,0.14116
IP,2026-01-12 05:00:00,2.4973
ANIME,2026-01-12 06:00:00,0.007318
BLAST,2026-01-12 06:00:00,0.000769
BTC,2026-01-12 06:00:00,91804.0
HYPER,2026-01-12 06:00:00,0.14227
IP,2026-01-12 06:00:00,2.5736
ANIME,2026-01-12 07:00:00,0.007264
BLAST,2026-01-12 07:00:00,0.000764
BTC,2026-01-12 07:00:00,91389.0
HYPER,2026-01-12 07:00:00,0.13984
IP,2026-01-12 07:00:00,2.5701
ANIME,2026-01-12 08:00:00,0.007308
BTC,2026-01-12 08:00:00,90731.0
HYPER,2026-01-12 08:00:00,0.1403
IP,2026-01-12 08:00:00,2.4891
ANIME,2026-01-12 09:00:00,0.007337
BLAST,2026-01-12 09:00:00,0.000759
BTC,2026-01-12 09:00:00,90655.0
HYPER,2026-01-12 09:00:00,0.13823
IP,2026-01-12 09:00:00,2.5391
ANIME,2026-01-12 10:00:00,0.007578
BLAST,2026-01-12 10:00:00,0.000761
BTC,2026-01-12 10:00:00,90403.0
HYPER,2026-01-12 10:00:00,0.1377
IP,2026-01-12 10:00:00,2.5545
ANIME,2026-01-12 11:00:00,0.007473
BLAST,2026-01-12 11:00:00,0.000765
BTC,2026-01-12 11:00:00,90588.0
HYPER,2026-01-12 11:00:00,0.13919
IP,2026-01-12 11:00:00,2.5803
VVV,2026-01-12 11:00:00,3.1329
ANIME,2026-01-12 12:00:00,0.007413
BTC,2026-01-12 12:00:00,90767.0
IP,2026-01-12 12:00:00,2.6021
VVV,2026-01-12 12:00:00,3.0696
ANIME,2026-01-12 13:00:00,0.007401
BTC,2026-01-12 13:00:00,90597.0
HYPER,2026-01-12 13:00:00,0.13828
IP,2026-01-12 13:00:00,2.6558
VVV,2026-01-12 13:00:00,2.9064
ANIME,2026-01-12 14:00:00,0.007465
BLAST,2026-01-12 14:00:00,0.000772
BTC,2026-01-12 14:00:00,90876.0
HYPER,2026-01-12 14:00:00,0.14082
IP,2026-01-12 14:00:00,2.7439
ANIME,2026-01-12 15:00:00,0.007423
BLAST,2026-01-12 15:00:00,0.000779
BTC,2026-01-12 15:00:00,91640.0
IP,2026-01-12 15:00:00,2.828
ZORA,2026-01-12 15:00:00,0.037628
ANIME,2026-01-12 16:00:00,0.007384
BTC,2026-01-12 16:00:00,92100.0
IP,2026-01-12 16:00:00,2.7412
ZORA,2026-01-12 16:00:00,0.037672
ANIME,2026-01-12 17:00:00,0.00731
BERA,2026-01-12 17:00:00,0.5625
BTC,2026-01-12 17:00:00,91476.0
IP,2026-01-12 17:00:00,2.7585
ZORA,2026-01-12 17:00:00,0.037322
ANIME,2026-01-12 18:00:00,0.007375
BERA,2026-01-12 18:00:00,0.56127
BTC,2026-01-12 18:00:00,91634.0
IP,2026-01-12 18:00:00,2.797
MOVE,2026-01-12 18:00:00,0.03394
ANIME,2026-01-12 19:00:00,0.0074
BTC,2026-01-12 19:00:00,91808.0
IP,2026-01-12 19:00:00,2.9534
MOVE,2026-01-12 19:00:00,0.033985
ANIME,2026-01-12 20:00:00,0.007367
BTC,2026-01-12 20:00:00,91445.0
IP,2026-01-12 20:00:00,2.98
MOVE,2026-01-12 20:00:00,0.033613
ANIME,2026-01-12 21:00:00,0.007341
BERA,2026-01-12 21:00:00,0.55124
BTC,2026-01-12 21:00:00,91007.0
IP,2026-01-12 21:00:00,2.9151
MOVE,2026-01-12 21:00:00,0.033494
0G,2026-01-12 22:00:00,0.84303
ANIME,2026-01-12 22:00:00,0.007394
BERA,2026-01-12 22:00:00,0.55453
BTC,2026-01-12 22:00:00,91192.0
IP,2026-01-12 22:00:00,2.864
VVV,2026-01-12 22:00:00,3.108
0G,2026-01-12 23:00:00,0.84422
ANIME,2026-01-12 23:00:00,0.007487
BTC,2026-01-12 23:00:00,91249.0
IP,2026-01-12 23:00:00,2.8966
MOVE,2026-01-12 23:00:00,0.0335
VVV,2026-01-12 23:00:00,3.0138
ANIME,2026-01-13 00:00:00,0.007517
BTC,2026-01-13 00:00:00,91434.0
IP,2026-01-13 00:00:00,2.8867
MOVE,2026-01-13 00:00:00,0.03344
SOPH,2026-01-13 00:00:00,0.012289
ANIME,2026-01-13 01:00:00,0.0076
BTC,2026-01-13 01:00:00,91148.0
HYPER,2026-01-13 01:00:00,0.1338
MOVE,2026-01-13 01:00:00,0.033393
SOPH,2026-01-13 01:00:00,0.012254
ANIME,2026-01-13 02:00:00,0.007561
BLAST,2026-01-13 02:00:00,0.000779
BTC,2026-01-13 02:00:00,91082.0
HYPER,2026-01-13 02:00:00,0.13518
MOVE,2026-01-13 02:00:00,0.033419
BLAST,2026-01-13 03:00:00,0.00078
BTC,2026-01-13 03:00:00,91382.0
HYPER,2026-01-13 03:00:00,0.13615
MOVE,2026-01-13 03:00:00,0.033581
BERA,2026-01-13 04:00:00,0.55387
BLAST,2026-01-13 04:00:00,0.000782
BTC,2026-01-13 04:00:00,91484.0
HYPER,2026-01-13 04:00:00,0.1374
MOVE,2026-01-13 04:00:00,0.033795
BERA,2026-01-13 05:00:00,0.55493
BLAST,2026-01-13 05:00:00,0.000781
BTC,2026-01-13 05:00:00,91906.0
HYPER,2026-01-13 05:00:00,0.13635
IP,2026-01-13 05:00:00,3.0708
MOVE,2026-01-13 05:00:00,0.03384
BERA,2026-01-13 06:00:00,0.55854
BLAST,2026-01-13 06:00:00,0.00079
BTC,2026-01-13 06:00:00,92171.0
IP,2026-01-13 06:00:00,3.0058
MOVE,2026-01-13 06:00:00,0.034151
VVV,2026-01-13 06:00:00,3.3385
ZEREBRO,2026-01-13 06:00:00,0.02147
BERA,2026-01-13 07:00:00,0.55737
BLAST,2026-01-13 07:00:00,0.000791
BTC,2026-01-13 07:00:00,91950.0
VVV,2026-01-13 07:00:00,3.4326
ZEREBRO,2026-01-13 07:00:00,0.020846
BLAST,2026-01-13 08:00:00,0.000797
BTC,2026-01-13 08:00:00,92172.0
IP,2026-01-13 08:00:00,3.0413
VVV,2026-01-13 08:00:00,3.4694
ZEREBRO,2026-01-13 08:00:00,0.020046
BLAST,2026-01-13 09:00:00,0.000787
BTC,2026-01-13 09:00:00,92261.0
IP,2026-01-13 09:00:00,3.0124
VVV,2026-01-13 09:00:00,3.5213
ZEREBRO,2026-01-13 09:00:00,0.019455
BLAST,2026-01-13 10:00:00,0.000791
BTC,2026-01-13 10:00:00,92130.0
IP,2026-01-13 10:00:00,3.0248
VVV,2026-01-13 10:00:00,3.4168
BERA,2026-01-13 11:00:00,0.56083
BLAST,2026-01-13 11:00:00,0.000794
BTC,2026-01-13 11:00:00,91992.0
IP,2026-01-13 11:00:00,3.0119
VVV,2026-01-13 11:00:00,3.3926
ATOM,2026-01-13 12:00:00,2.5339
BERA,2026-01-13 12:00:00,0.56079
BTC,2026-01-13 12:00:00,92100.0
IP,2026-01-13 12:00:00,3.098
VVV,2026-01-13 12:00:00,3.4241
ATOM,2026-01-13 13:00:00,2.5613
BTC,2026-01-13 13:00:00,92071.0
IP,2026-01-13 13:00:00,3.3312
VVV,2026-01-13 13:00:00,3.4305
ATOM,2026-01-13 14:00:00,2.5922
BTC,2026-01-13 14:00:00,92455.0
IP,2026-01-13 14:00:00,3.5732
MOVE,2026-01-13 14:00:00,0.034668
VVV,2026-01-13 14:00:00,3.327
0G,2026-01-13 15:00:00,0.88166
BTC,2026-01-13 15:00:00,93434.0
IP,2026-01-13 15:00:00,3.7764
MOVE,2026-01-13 15:00:00,0.035016
VVV,2026-01-13 15:00:00,3.4145
0G,2026-01-13 16:00:00,0.8826
ANIME,2026-01-13 16:00:00,0.007519
BTC,2026-01-13 16:00:00,93362.0
IP,2026-01-13 16:00:00,4.0421
VVV,2026-01-13 16:00:00,3.2819
ANIME,2026-01-13 17:00:00,0.007536
BTC,2026-01-13 17:00:00,93210.0
IP,2026-01-13 17:00:00,3.8953
VVV,2026-01-13 17:00:00,3.3065
ANIME,2026-01-13 18:00:00,0.007534
BTC,2026-01-13 18:00:00,93583.0
IP,2026-01-13 18:00:00,3.7036
VVV,2026-01-13 18:00:00,3.3747
ANIME,2026-01-13 19:00:00,0.007545
BTC,2026-01-13 19:00:00,94176.0
IP,2026-01-13 19:00:00,3.7034
VVV,2026-01-13 19:00:00,3.3515
ANIME,2026-01-13 20:00:00,0.007531
BTC,2026-01-13 20:00:00,94360.0
IP,2026-01-13 20:00:00,3.7826
VVV,2026-01-13 20:00:00,3.2921
ANIME,2026-01-13 21:00:00,0.007535
BTC,2026-01-13 21:00:00,94041.0
IP,2026-01-13 21:00:00,3.8135
VVV,2026-01-13 21:00:00,3.2882
ANIME,2026-01-13 22:00:00,0.007756
BTC,2026-01-13 22:00:00,95719.0
IP,2026-01-13 22:00:00,3.8643
VVV,2026-01-13 22:00:00,3.3236
ANIME,2026-01-13 23:00:00,0.007695
BTC,2026-01-13 23:00:00,95374.0
IP,2026-01-13 23:00:00,3.9381
VVV,2026-01-13 23:00:00,3.475
ANIME,2026-01-14 00:00:00,0.007722
BTC,2026-01-14 00:00:00,95203.0
CC,2026-01-14 00:00:00,0.14593
IP,2026-01-14 00:00:00,3.9017
VVV,2026-01-14 00:00:00,3.4156
BERA,2026-01-14 01:00:00,0.6879
BTC,2026-01-14 01:00:00,95189.0
CC,2026-01-14 01:00:00,0.14482
IP,2026-01-14 01:00:00,3.8346
VVV,2026-01-14 01:00:00,3.6165
ANIME,2026-01-14 02:00:00,0.007659
BERA,2026-01-14 02:00:00,0.7029
BTC,2026-01-14 02:00:00,95299.0
IP,2026-01-14 02:00:00,3.8993
VVV,2026-01-14 02:00:00,3.3693
ANIME,2026-01-14 03:00:00,0.007706
BERA,2026-01-14 03:00:00,0.7049
BTC,2026-01-14 03:00:00,95681.0
VVV,2026-01-14 03:00:00,3.4144
ANIME,2026-01-14 04:00:00,0.007688
BERA,2026-01-14 04:00:00,0.69329
BTC,2026-01-14 04:00:00,95194.0
IP,2026-01-14 04:00:00,4.0018
VVV,2026-01-14 04:00:00,3.3332
BERA,2026-01-14 05:00:00,0.70414
BTC,2026-01-14 05:00:00,94958.0
IP,2026-01-14 05:00:00,3.9342
VVV,2026-01-14 05:00:00,3.2696
BERA,2026-01-14 06:00:00,0.7054
BTC,2026-01-14 06:00:00,94992.0
IP,2026-01-14 06:00:00,3.9882
VVV,2026-01-14 06:00:00,3.2844
BERA,2026-01-14 07:00:00,0.73169
BLAST,2026-01-14 07:00:00,0.00084
BTC,2026-01-14 07:00:00,95183.0
IP,2026-01-14 07:00:00,3.8849
VVV,2026-01-14 07:00:00,3.2797
